iteration,mean_reward,actor_loss,critic_loss,entropy,fill_rate
100,-1272.1482,-6.781680689704034e-06,51665.5734311996,12.000178890843545,6.072402
238,-1345.2972,-0.0002519796271958659,11401.344490297379,11.478215840555006,7.542783
101,-1272.1482,0.00013733668733508357,16803.740738407258,12.005276749210973,6.51294
239,-1290.2283,4.418171010911465e-05,30563.986501386087,11.491814728706114,7.5954437
102,-1350.6028,-0.00044609794783736427,30220.31876890121,11.986433359884447,8.274258
240,-1290.2283,-0.001347235794509611,32344.987808719758,11.511259055906727,3.0243516
103,-1350.6028,0.00015441922756332543,38941.70192792339,11.998894445357784,5.0952554
241,-1379.0709,-0.0011382361783856345,9876.361552576866,11.497424156435075,7.9856515
104,-1307.938,-0.001097154247784807,10437.784982988911,12.004349608575144,8.923721
242,-1314.1089,-0.0011068961973632536,43919.9498172883,11.519100973683019,8.849019
105,-1308.8728,-0.0003967205543191202,40605.534211189515,11.984953380400135,10.47895
243,-1314.1089,-0.00036792645621443946,18040.97945280998,11.513412752459127,2.787596
106,-1308.8728,0.0002587421181341333,24356.440366683466,12.041682474074825,4.6441374
244,-1364.5403,0.0001634525570778116,21527.778265183973,11.517325708943028,6.9793043
107,-1335.3527,0.00010727604310358725,18010.48814736643,12.091139539595574,9.4644785
245,-1364.5403,-0.0009862482998399965,41120.871440272174,11.552025764219222,3.4580648
108,-1335.3527,-0.001103123725061455,52378.99054939516,12.121887645413798,5.3199887
246,-1277.4558,-0.001069217409578062,9493.002055506553,11.545659188301332,7.451934
109,-1319.6819,-0.0010239095201775913,13846.410132623489,12.207656537332843,8.496362
247,-1351.866,-0.0009060463147057641,35951.918362525204,11.525644786896244,7.2170615
110,-1342.8691,-0.00013794339141778408,33023.57058026714,12.230622460765224,8.297044
248,-1351.866,0.0001981953204038643,27634.25127583165,11.536107194039129,3.3940494
111,-1342.8691,-0.0004913403817843045,37624.697265625,12.238161917655699,3.625363
249,-1380.4102,0.00010525101735707252,11870.90536794355,11.623726552532565,7.7931285
112,-1397.6924,-5.663720320069021e-05,12147.69193390877,12.27928860725895,7.880473
250,-1316.0735,-0.0001522764458411163,47942.41554309476,11.68125597892269,5.683321
113,-1387.6592,-0.0005219713033687683,48445.18790952621,12.313488621865549,8.402502
251,-1316.0735,-0.0013068772236546201,15589.300442603326,11.737669214125603,5.3973913
114,-1387.6592,3.0252316425884922e-05,21592.110887096773,12.334692201306742,2.6787877
252,-1374.6366,-0.0008695923512981784,25940.567351310485,11.812498092651367,7.2554646
115,-1362.3417,-0.00014325793862583175,23451.818327872985,12.331697617807697,7.7666283
253,-1374.6366,-0.000561741781571219,38542.56199596774,11.858024297222014,3.6078036
116,-1362.3417,-0.0008107120989851894,49103.90363533266,12.371625484958772,2.2560656
254,-1334.4802,-0.00027099184902204624,8800.500299269153,11.84996194993296,7.569468
117,-1402.0139,0.00013359530919021176,12210.182821950604,12.41653363935409,6.7287025
255,-1365.194,-0.0011728031695970604,38575.105752268144,11.916389434568343,7.9892516
118,-1337.5819,-0.00020442723536924008,39222.8988155242,12.445745898831275,7.5197577
256,-1365.194,-0.0014942736785498358,23075.67748235887,11.95922266283343,2.9857755
119,-1337.5819,-0.0003211855542876067,31828.42976625504,12.450767370962328,4.4320583
257,-1313.5359,-0.0002994945858635249,15251.061350176411,11.96909454561049,8.08031
120,-1343.656,5.208038454574924e-05,13504.786282447076,12.498174198212162,8.570737
258,-1313.5359,-0.00044759985570225024,50268.30941280242,11.972422338301136,2.3163974
121,-1334.2349,0.00022030522626253867,53246.01203377016,12.546637281294792,8.789354
259,-1330.0261,-0.00024037585113077393,12237.224388860886,11.963544814817366,8.143735
122,-1334.2349,-0.0010556920596788968,17945.67984501008,12.525060507559008,3.1505406
260,-1322.0627,-0.00046707157255901447,28156.080503402216,11.933450760379914,7.550663
123,-1362.0251,-2.038022202830161e-05,27355.032604586693,12.557403702889719,8.240414
261,-1322.0627,-0.00014518676025252188,34135.864399571576,11.938690493183751,2.6696205
124,-1362.0251,-0.0009074110289915434,43297.1052797379,12.584473917561192,3.7323594
262,-1354.4584,-0.000575802153757503,8647.045461347027,11.949046058039512,7.4261007
125,-1332.8147,-0.0010543954934203817,11111.698084677419,12.54555219219577,7.3829355
263,-1308.0531,-0.0003607657798115284,40479.447297127015,11.961907479070849,7.713586
126,-1392.9369,-0.00047761074928266386,43267.9449344758,12.515780894987044,8.354366
264,-1308.0531,-0.0004663676654379214,18755.89483051915,11.9785521722609,2.8539777
127,-1392.9369,1.0270640374191345e-05,26648.886356476814,12.534658785789244,4.526198
265,-1305.2994,-0.0014382318909009618,18426.8349609375,11.953021464809295,7.089269
128,-1296.712,0.0006144783805094419,16561.850869455644,12.5866019879618,8.638519
266,-1305.2994,-0.0007506989077815126,44401.03997605847,12.022145825047646,2.6506782
129,-1296.712,-0.0005828071716091325,54846.02035030242,12.637128030100177,3.3647835
267,-1364.6648,-0.0005744261021215109,10526.533659904233,12.083930623146795,6.991589
130,-1344.5958,-0.00066404968440052,15206.851798765121,12.618024864504415,8.181256
